id,edad,idu,npmbreusuario
3576,150,3576,nombre80292
3577,14190,3577,nombre70885
3578,80367,3578,nombre84430
3579,73580,3579,nombre43589
3580,67276,3580,nombre27189
3581,22879,3581,nombre63793
3582,26032,3582,nombre27539
3583,33363,3583,nombre33741
3584,59604,3584,nombre88006
3585,70941,3585,nombre1540
3586,70173,3586,nombre36460
3587,26367,3587,nombre62191
3588,37650,3588,nombre63818
3589,70462,3589,nombre34617
3590,65955,3590,nombre45635
3591,60515,3591,nombre68265
3592,81247,3592,nombre2720
3593,31302,3593,nombre75924
3594,25401,3594,nombre41116
3595,40947,3595,nombre74744
3596,84361,3596,nombre90871
3597,57859,3597,nombre6603
3598,49500,3598,nombre65326
3599,50879,3599,nombre51318
3600,10000,3600,nombre60105
3601,46302,3601,nombre2654
3602,94297,3602,nombre5182
3603,93946,3603,nombre4700
3604,23334,3604,nombre42831
3605,37590,3605,nombre70010
3606,71453,3606,nombre93972
3607,40225,3607,nombre9892
3608,83274,3608,nombre69051
3609,34289,3609,nombre23194
3610,64,3610,nombre67413
3611,84705,3611,nombre83912
3612,90232,3612,nombre83704
3613,44705,3613,nombre58646
3614,61351,3614,nombre7224
3615,55074,3615,nombre61405
3616,8865,3616,nombre55917
3617,94514,3617,nombre58240
3618,65320,3618,nombre32438
3619,81916,3619,nombre63566
3620,54044,3620,nombre17160
3621,89622,3621,nombre61991
3622,99754,3622,nombre13842
3623,87285,3623,nombre50552
3624,41178,3624,nombre5492
3625,86681,3625,nombre38349
3626,13185,3626,nombre73535
3627,95444,3627,nombre96919
3628,1958,3628,nombre45132
3629,58182,3629,nombre38955
3630,98229,3630,nombre88905
3631,83842,3631,nombre62285
3632,32708,3632,nombre72339
3633,2451,3633,nombre91594
3634,68311,3634,nombre24205
3635,61778,3635,nombre60620
3636,65734,3636,nombre98685
3637,47998,3637,nombre90938
3638,48387,3638,nombre22565
3639,61607,3639,nombre12466
3640,27680,3640,nombre67458
3641,30226,3641,nombre88750
3642,9623,3642,nombre97869
3643,82899,3643,nombre98202
3644,17607,3644,nombre65939
3645,91965,3645,nombre92504
3646,19086,3646,nombre15662
3647,97586,3647,nombre82153
3648,50730,3648,nombre95123
3649,67465,3649,nombre81510
3650,47111,3650,nombre69866
3651,60440,3651,nombre63166
3652,89499,3652,nombre4519
3653,767,3653,nombre55273
3654,41914,3654,nombre57788
3655,73219,3655,nombre86628
3656,92670,3656,nombre90069
3657,24450,3657,nombre67397
3658,39505,3658,nombre14104
3659,74688,3659,nombre94063
3660,76908,3660,nombre93030
3661,82435,3661,nombre35580
3662,46224,3662,nombre72929
3663,65467,3663,nombre59874
3664,61300,3664,nombre19632
3665,52268,3665,nombre37345
3666,45288,3666,nombre99946
3667,33561,3667,nombre49256
3668,81090,3668,nombre45285
3669,26341,3669,nombre57912
3670,6977,3670,nombre377
3671,58661,3671,nombre23245
3672,63444,3672,nombre9299
3673,83115,3673,nombre48023
3674,309,3674,nombre6876
3675,7396,3675,nombre62282
3676,90279,3676,nombre58591
3677,94604,3677,nombre18846
3678,15045,3678,nombre60628
3679,33228,3679,nombre21035
3680,86250,3680,nombre14678
3681,98690,3681,nombre80043
3682,65834,3682,nombre12731
3683,2295,3683,nombre2544
3684,17362,3684,nombre98582
3685,30667,3685,nombre70136
3686,98767,3686,nombre77979
3687,69668,3687,nombre23570
3688,29533,3688,nombre95550
3689,6026,3689,nombre37765
3690,76939,3690,nombre41082
3691,81733,3691,nombre11220
3692,11892,3692,nombre5614
3693,97453,3693,nombre86390
3694,89764,3694,nombre6319
3695,96236,3695,nombre84211
3696,65011,3696,nombre86982
3697,79574,3697,nombre50956
3698,80354,3698,nombre12065
3699,43319,3699,nombre55070
3700,22672,3700,nombre54991
3701,63469,3701,nombre43103
3702,29758,3702,nombre70251
3703,56664,3703,nombre37423
3704,5047,3704,nombre37619
3705,18131,3705,nombre32453
3706,24458,3706,nombre7601
3707,30919,3707,nombre54196
3708,22422,3708,nombre10822
3709,569,3709,nombre62095
3710,8029,3710,nombre15546
3711,68449,3711,nombre55021
3712,51822,3712,nombre12065
3713,97372,3713,nombre40341
3714,54249,3714,nombre9197
3715,68136,3715,nombre94042
3716,74126,3716,nombre83234
3717,80050,3717,nombre15213
3718,6426,3718,nombre49878
3719,22254,3719,nombre66195
3720,84827,3720,nombre32973
3721,6352,3721,nombre89690
3722,45748,3722,nombre93191
3723,48749,3723,nombre85952
3724,87728,3724,nombre38172
3725,28787,3725,nombre65239
3726,16135,3726,nombre64062
3727,61468,3727,nombre45044
3728,27192,3728,nombre45765
3729,6081,3729,nombre57174
3730,692,3730,nombre9307
3731,57156,3731,nombre7693
3732,24215,3732,nombre65459
3733,98953,3733,nombre28070
3734,14705,3734,nombre50915
3735,38958,3735,nombre18016
3736,15943,3736,nombre36281
3737,78393,3737,nombre95914
3738,87991,3738,nombre55758
3739,79821,3739,nombre18227
3740,16062,3740,nombre56855
3741,23643,3741,nombre1088
3742,71885,3742,nombre24463
3743,15471,3743,nombre35196
3744,10769,3744,nombre18821
3745,65584,3745,nombre78178
3746,70351,3746,nombre93527
3747,8786,3747,nombre35643
3748,7487,3748,nombre46273
3749,26341,3749,nombre24889
3750,65457,3750,nombre33498
3751,62002,3751,nombre16832
3752,43401,3752,nombre4559
3753,81435,3753,nombre21761
3754,50972,3754,nombre42064
3755,43332,3755,nombre38275
3756,7946,3756,nombre52242
3757,10131,3757,nombre56798
3758,29212,3758,nombre84826
3759,58743,3759,nombre84731
3760,61715,3760,nombre28084
3761,74575,3761,nombre8989
3762,30711,3762,nombre82064
3763,87327,3763,nombre96802
3764,69526,3764,nombre60928
3765,52073,3765,nombre10718
3766,93157,3766,nombre41989
3767,22025,3767,nombre42205
3768,81760,3768,nombre90766
3769,65740,3769,nombre47565
3770,50298,3770,nombre65772
3771,71741,3771,nombre98464
3772,95856,3772,nombre38564
3773,68452,3773,nombre95481
3774,25567,3774,nombre9713
3775,29533,3775,nombre81129
3776,78526,3776,nombre91251
3777,6315,3777,nombre77763
3778,70610,3778,nombre70543
3779,23651,3779,nombre93512
3780,50535,3780,nombre45753
3781,82921,3781,nombre13268
3782,14002,3782,nombre26383
3783,14526,3783,nombre90866
3784,90109,3784,nombre61332
3785,46172,3785,nombre4910
3786,55765,3786,nombre32341
3787,21310,3787,nombre74606
3788,15272,3788,nombre47249
3789,20060,3789,nombre70522
3790,87743,3790,nombre81562
3791,18757,3791,nombre59533
3792,45282,3792,nombre93207
3793,39636,3793,nombre67955
3794,60172,3794,nombre68863
3795,78010,3795,nombre29532
3796,35432,3796,nombre51127
3797,19627,3797,nombre91036
3798,22612,3798,nombre74351
3799,60415,3799,nombre11813
3800,63456,3800,nombre55936
3801,74908,3801,nombre76877
3802,61366,3802,nombre53536
3803,14213,3803,nombre92253
3804,93608,3804,nombre8596
3805,5916,3805,nombre36826
3806,17153,3806,nombre54677
3807,56866,3807,nombre45723
3808,5899,3808,nombre71091
3809,68594,3809,nombre35814
3810,74926,3810,nombre67438
3811,34557,3811,nombre88242
3812,81316,3812,nombre23206
3813,74243,3813,nombre86382
3814,63317,3814,nombre23349
3815,7243,3815,nombre67018
3816,69468,3816,nombre69665
3817,47546,3817,nombre90811
3818,28776,3818,nombre64741
3819,62380,3819,nombre72640
3820,7815,3820,nombre17319
3821,50587,3821,nombre60581
3822,31843,3822,nombre93187
3823,13257,3823,nombre96773
3824,2263,3824,nombre59618
3825,35190,3825,nombre34120
3826,64846,3826,nombre54445
3827,15092,3827,nombre90034
3828,12288,3828,nombre23744
3829,35553,3829,nombre8118
3830,95633,3830,nombre10019
3831,7440,3831,nombre56288
3832,501,3832,nombre40527
3833,59330,3833,nombre41882
3834,93808,3834,nombre65
3835,37282,3835,nombre72616
3836,43097,3836,nombre80439
3837,33608,3837,nombre55128
3838,4338,3838,nombre82490
3839,63179,3839,nombre11082
3840,74743,3840,nombre99872
3841,6212,3841,nombre74020
3842,27876,3842,nombre43318
3843,59019,3843,nombre72142
3844,57672,3844,nombre85498
3845,78711,3845,nombre8667
3846,55574,3846,nombre72843
3847,48844,3847,nombre54659
3848,49179,3848,nombre99142
3849,5714,3849,nombre19636
3850,83429,3850,nombre13829
3851,28662,3851,nombre52716
3852,32480,3852,nombre7175
3853,12736,3853,nombre51476
3854,37012,3854,nombre68312
3855,41412,3855,nombre47313
3856,6782,3856,nombre25173
3857,43861,3857,nombre15547
3858,1456,3858,nombre27678
3859,65188,3859,nombre39904
3860,66637,3860,nombre65856
3861,17287,3861,nombre43791
3862,28977,3862,nombre47274
3863,28924,3863,nombre70178
3864,94285,3864,nombre25155
3865,30903,3865,nombre14542
3866,51236,3866,nombre71797
3867,48138,3867,nombre82842
3868,36324,3868,nombre21744
3869,45909,3869,nombre51291
3870,82409,3870,nombre89267
3871,86939,3871,nombre82570
3872,25995,3872,nombre68168
3873,47812,3873,nombre51849
3874,95718,3874,nombre45653
3875,42432,3875,nombre52385
3876,90878,3876,nombre62
3877,55000,3877,nombre13572
3878,46349,3878,nombre50914
3879,14974,3879,nombre60316
3880,85308,3880,nombre77485
3881,14724,3881,nombre10370
3882,6937,3882,nombre99614
3883,79735,3883,nombre81689
3884,63080,3884,nombre87174
3885,50383,3885,nombre30042
3886,47882,3886,nombre75762
3887,630,3887,nombre52692
3888,79647,3888,nombre67264
3889,92363,3889,nombre73379
3890,81380,3890,nombre86503
3891,97338,3891,nombre789
3892,25342,3892,nombre3219
3893,98528,3893,nombre95836
3894,4141,3894,nombre65887
3895,56927,3895,nombre89589
3896,76958,3896,nombre41331
3897,437,3897,nombre75915
3898,88451,3898,nombre83407
3899,91809,3899,nombre71601
3900,61835,3900,nombre15423
3901,96560,3901,nombre28828
3902,86513,3902,nombre18826
3903,49707,3903,nombre18616
3904,61823,3904,nombre59430
3905,75673,3905,nombre77019
3906,11524,3906,nombre86913
3907,69428,3907,nombre97610
3908,17055,3908,nombre87629
3909,2593,3909,nombre91567
3910,87430,3910,nombre33529
3911,35659,3911,nombre53440
3912,59103,3912,nombre27362
3913,33514,3913,nombre60105
3914,50284,3914,nombre9367
3915,33259,3915,nombre54005
3916,31390,3916,nombre40017
3917,32996,3917,nombre2768
3918,47183,3918,nombre33341
3919,24644,3919,nombre32914
3920,61905,3920,nombre39265
3921,4308,3921,nombre14032
3922,97635,3922,nombre43231
3923,16279,3923,nombre90290
3924,19086,3924,nombre42334
3925,96014,3925,nombre79749
3926,73986,3926,nombre54854
3927,64821,3927,nombre13349
3928,52742,3928,nombre56941
3929,29931,3929,nombre7753
3930,40155,3930,nombre40868
3931,69862,3931,nombre32799
3932,67165,3932,nombre58621
3933,84966,3933,nombre52227
3934,945,3934,nombre68096
3935,63701,3935,nombre75950
3936,32194,3936,nombre62024
3937,52563,3937,nombre68514
3938,5171,3938,nombre90142
3939,31433,3939,nombre49375
3940,58395,3940,nombre88892
3941,13649,3941,nombre33520
3942,99964,3942,nombre73036
3943,22649,3943,nombre46301
3944,63412,3944,nombre62918
3945,14378,3945,nombre88112
3946,4816,3946,nombre36725
3947,9423,3947,nombre5332
3948,12877,3948,nombre38346
3949,96103,3949,nombre85880
3950,5630,3950,nombre6809
3951,55613,3951,nombre73001
3952,96052,3952,nombre1700
3953,84732,3953,nombre89562
3954,19899,3954,nombre71712
3955,18628,3955,nombre77439
3956,63097,3956,nombre5164
3957,66568,3957,nombre55239
3958,33050,3958,nombre22795
3959,14452,3959,nombre9653
3960,10174,3960,nombre75416
3961,54332,3961,nombre96779
3962,90520,3962,nombre10701
3963,36573,3963,nombre90210
3964,73685,3964,nombre41419
3965,21449,3965,nombre73427
3966,70869,3966,nombre93466
3967,76011,3967,nombre46934
3968,53571,3968,nombre22519
3969,62472,3969,nombre4379
3970,28756,3970,nombre2607
3971,16882,3971,nombre57371
3972,33000,3972,nombre21874
3973,65181,3973,nombre22484
3974,77459,3974,nombre66882
3975,96576,3975,nombre57794
3976,48166,3976,nombre12526
3977,85327,3977,nombre38691
3978,50620,3978,nombre83145
3979,67360,3979,nombre10244
3980,55828,3980,nombre39243
3981,16852,3981,nombre93027
3982,58050,3982,nombre11012
3983,618,3983,nombre8824
3984,40235,3984,nombre86189
3985,66583,3985,nombre25176
3986,88220,3986,nombre28999
3987,29529,3987,nombre47912
3988,51623,3988,nombre25859
3989,99144,3989,nombre18572
3990,41847,3990,nombre52007
3991,11211,3991,nombre71920
3992,71088,3992,nombre47197
3993,42777,3993,nombre67663
3994,34213,3994,nombre59713
3995,71803,3995,nombre16658
3996,63856,3996,nombre99
3997,40127,3997,nombre97989
3998,92800,3998,nombre38684
3999,27463,3999,nombre97508
4000,8425,4000,nombre52252
4001,77925,4001,nombre77073
4002,37971,4002,nombre67332
4003,3677,4003,nombre96314
4004,82467,4004,nombre92006
4005,55337,4005,nombre41327
4006,95092,4006,nombre64752
4007,88228,4007,nombre11228
4008,73759,4008,nombre9535
4009,60370,4009,nombre91652
4010,68921,4010,nombre21881
4011,55529,4011,nombre64896
4012,22391,4012,nombre75457
4013,74563,4013,nombre2362
4014,70080,4014,nombre23818
4015,68353,4015,nombre32992
4016,46667,4016,nombre18530
4017,19698,4017,nombre61777
4018,11567,4018,nombre77102
4019,69184,4019,nombre21385
4020,19385,4020,nombre95562
4021,45809,4021,nombre71605
4022,48374,4022,nombre88274
4023,96456,4023,nombre25126
4024,39370,4024,nombre54938
4025,73669,4025,nombre33948
4026,77465,4026,nombre12239
4027,24808,4027,nombre13051
4028,64463,4028,nombre33085
4029,58511,4029,nombre45393
4030,48208,4030,nombre83919
4031,98954,4031,nombre50091
4032,63871,4032,nombre85959
4033,64877,4033,nombre11971
4034,53770,4034,nombre96597
4035,93216,4035,nombre18130
4036,81754,4036,nombre58423
4037,29623,4037,nombre18162
4038,51926,4038,nombre73222
4039,44642,4039,nombre10191
4040,12029,4040,nombre24133
4041,63376,4041,nombre80428
4042,23338,4042,nombre85203
4043,70114,4043,nombre41363
4044,33504,4044,nombre30254
4045,82308,4045,nombre23991
4046,95810,4046,nombre19844
4047,46539,4047,nombre42357
4048,58090,4048,nombre62473
4049,91012,4049,nombre52650
4050,70797,4050,nombre35392
4051,86142,4051,nombre5422
4052,69327,4052,nombre41701
4053,7452,4053,nombre3862
4054,28180,4054,nombre36174
4055,58259,4055,nombre27667
4056,16101,4056,nombre93301
4057,63984,4057,nombre10913
4058,82923,4058,nombre53767
4059,95997,4059,nombre92438
4060,91747,4060,nombre69439
4061,56866,4061,nombre32408
4062,97946,4062,nombre37962
4063,86890,4063,nombre39940
4064,68269,4064,nombre1779
4065,77058,4065,nombre33560
4066,30212,4066,nombre73445
4067,15977,4067,nombre61025
4068,22884,4068,nombre43671
4069,33900,4069,nombre26169
4070,95512,4070,nombre84786
4071,74904,4071,nombre94335
4072,92349,4072,nombre7179
4073,44367,4073,nombre35907
4074,28979,4074,nombre47570
4075,89060,4075,nombre10914
4076,81387,4076,nombre26815
4077,41858,4077,nombre90563
4078,37372,4078,nombre66919
4079,15237,4079,nombre51360
4080,90265,4080,nombre16409
4081,9771,4081,nombre55325
4082,45180,4082,nombre179
4083,22958,4083,nombre29426
4084,9533,4084,nombre76345
4085,79733,4085,nombre7534
4086,54539,4086,nombre77710
4087,45848,4087,nombre94223
4088,49169,4088,nombre99802
4089,13530,4089,nombre5231
4090,14392,4090,nombre53732
4091,58426,4091,nombre40540
4092,81260,4092,nombre29345
4093,71688,4093,nombre54593
4094,77709,4094,nombre84425
4095,31316,4095,nombre18012
4096,67849,4096,nombre97636
4097,99168,4097,nombre26472
4098,58551,4098,nombre55249
4099,19210,4099,nombre34834
4100,7512,4100,nombre6537
4101,90577,4101,nombre60981
4102,1967,4102,nombre31724
4103,54567,4103,nombre94532
4104,7787,4104,nombre99088
4105,17176,4105,nombre80914
4106,87732,4106,nombre11
4107,16742,4107,nombre73162
4108,90792,4108,nombre88178
4109,30104,4109,nombre16852
4110,12656,4110,nombre14114
4111,5151,4111,nombre32282
4112,50972,4112,nombre2485
4113,98977,4113,nombre42402
4114,72241,4114,nombre21293
4115,61963,4115,nombre69730
4116,62015,4116,nombre98228
4117,20743,4117,nombre25603
4118,36812,4118,nombre48146
4119,6859,4119,nombre10804
4120,34636,4120,nombre74740
4121,72699,4121,nombre52631
4122,7680,4122,nombre45915
4123,36583,4123,nombre66625
4124,12469,4124,nombre37435
4125,49713,4125,nombre77591
4126,44406,4126,nombre7461
4127,10215,4127,nombre45682
4128,51821,4128,nombre44989
4129,60889,4129,nombre43050
4130,38149,4130,nombre45287
4131,6853,4131,nombre54371
4132,27176,4132,nombre38528
4133,54214,4133,nombre3155
4134,32857,4134,nombre33270
4135,68024,4135,nombre30371
4136,10162,4136,nombre25723
4137,87331,4137,nombre93351
4138,59669,4138,nombre10765
4139,43041,4139,nombre41374
4140,68414,4140,nombre54275
4141,39676,4141,nombre1290
4142,36615,4142,nombre96644
4143,81425,4143,nombre20681
4144,76536,4144,nombre32398
4145,25177,4145,nombre55343
4146,71587,4146,nombre58151
4147,5083,4147,nombre93061
4148,33130,4148,nombre67830
4149,6486,4149,nombre31236
4150,39987,4150,nombre41425
4151,4330,4151,nombre91374
4152,82979,4152,nombre55296
4153,88309,4153,nombre15883
4154,61702,4154,nombre6273
4155,13957,4155,nombre32974
4156,85132,4156,nombre89526
4157,92983,4157,nombre93934
4158,21478,4158,nombre24900
4159,8875,4159,nombre38043
4160,33158,4160,nombre66528
4161,11262,4161,nombre81262
4162,49152,4162,nombre40861
4163,28277,4163,nombre50732
4164,54913,4164,nombre86011
4165,99171,4165,nombre61741
4166,74457,4166,nombre22214
4167,42077,4167,nombre66398
4168,28977,4168,nombre40961
4169,76550,4169,nombre90287
4170,44316,4170,nombre16642
4171,80810,4171,nombre52529
4172,95262,4172,nombre82522
4173,21523,4173,nombre37859
4174,3977,4174,nombre48652
4175,75984,4175,nombre26137
4176,78471,4176,nombre41153
4177,85819,4177,nombre23683
4178,97963,4178,nombre43724
4179,45726,4179,nombre30072
4180,27469,4180,nombre88918
4181,80126,4181,nombre81788
4182,30292,4182,nombre18570
4183,71187,4183,nombre48439
4184,7831,4184,nombre36787
4185,12219,4185,nombre35754
4186,58863,4186,nombre41067
4187,51831,4187,nombre90251
4188,23308,4188,nombre23448
4189,20964,4189,nombre84402
4190,69634,4190,nombre37558
4191,66571,4191,nombre16915
4192,67181,4192,nombre30907
4193,90762,4193,nombre85805
4194,59757,4194,nombre75352
4195,32011,4195,nombre23510
4196,22536,4196,nombre66474
4197,90872,4197,nombre5670
4198,83432,4198,nombre76314
4199,64976,4199,nombre26556
4200,68016,4200,nombre47431
4201,52459,4201,nombre7481
4202,38896,4202,nombre42546
4203,2385,4203,nombre80580
4204,34005,4204,nombre64578
4205,93994,4205,nombre76348
4206,47724,4206,nombre99276
4207,52711,4207,nombre59051
4208,76664,4208,nombre40353
4209,296,4209,nombre4266
4210,26899,4210,nombre15557
4211,41093,4211,nombre55659
4212,75021,4212,nombre66680
4213,39112,4213,nombre39403
4214,15863,4214,nombre71076
4215,13789,4215,nombre47246
4216,10304,4216,nombre71673
4217,46557,4217,nombre51585
4218,74761,4218,nombre83813
4219,94688,4219,nombre23782
4220,76468,4220,nombre87465
4221,10148,4221,nombre10502
4222,25792,4222,nombre26304
4223,32205,4223,nombre65794
4224,474,4224,nombre34827
4225,21304,4225,nombre23188
4226,8814,4226,nombre85734
4227,90032,4227,nombre43713
4228,55618,4228,nombre91295
4229,49084,4229,nombre77359
4230,70762,4230,nombre43301
4231,62168,4231,nombre12749
4232,25899,4232,nombre52095
4233,84074,4233,nombre41926
4234,60842,4234,nombre48254
4235,43623,4235,nombre99259
4236,71331,4236,nombre61708
4237,5672,4237,nombre37157
4238,67230,4238,nombre70611
4239,17255,4239,nombre58354
4240,83026,4240,nombre85626
4241,28622,4241,nombre81725
4242,28663,4242,nombre67786
4243,50356,4243,nombre79350
4244,17425,4244,nombre55725
4245,29819,4245,nombre68627
4246,33709,4246,nombre76813
4247,16313,4247,nombre44044
4248,4323,4248,nombre22853
4249,71117,4249,nombre36584
4250,76058,4250,nombre75552
4251,24903,4251,nombre84147
4252,75086,4252,nombre28777
4253,62576,4253,nombre62952
4254,42187,4254,nombre96131
4255,16134,4255,nombre3386
4256,85404,4256,nombre9928
4257,57614,4257,nombre62680
4258,91084,4258,nombre21418
4259,39897,4259,nombre88844
4260,74058,4260,nombre25023
4261,6371,4261,nombre28839
4262,17231,4262,nombre64378
4263,28225,4263,nombre29273
4264,61836,4264,nombre30070
4265,26059,4265,nombre52123
4266,47722,4266,nombre77840
4267,39357,4267,nombre10317
4268,58522,4268,nombre64031
4269,96364,4269,nombre95114
4270,53120,4270,nombre80631
4271,83882,4271,nombre20115
4272,92292,4272,nombre98631
4273,25400,4273,nombre79944
4274,71480,4274,nombre25291
4275,59984,4275,nombre72312
4276,27130,4276,nombre39716
4277,28152,4277,nombre16431
4278,44887,4278,nombre8305
4279,41890,4279,nombre85400
4280,15055,4280,nombre28980
4281,49146,4281,nombre35103
4282,6199,4282,nombre64830
4283,71210,4283,nombre46344
4284,2732,4284,nombre32865
4285,90131,4285,nombre28572
4286,24099,4286,nombre73756
4287,13818,4287,nombre5276
4288,69337,4288,nombre57132
4289,21180,4289,nombre23290
4290,67955,4290,nombre45519
4291,28203,4291,nombre85662
4292,48324,4292,nombre59925
4293,36795,4293,nombre49776
4294,30182,4294,nombre4552
4295,72717,4295,nombre86751
4296,98944,4296,nombre42198
4297,62443,4297,nombre17465
4298,50623,4298,nombre43236
4299,9814,4299,nombre44652
4300,16875,4300,nombre40735
4301,40285,4301,nombre82800
4302,68674,4302,nombre42960
4303,80195,4303,nombre79180
4304,85344,4304,nombre47354
4305,12260,4305,nombre17541
4306,88423,4306,nombre44398
4307,43117,4307,nombre83621
4308,84022,4308,nombre13508
4309,63626,4309,nombre76694
4310,26383,4310,nombre33538
4311,60238,4311,nombre42754
4312,45947,4312,nombre61913
4313,62064,4313,nombre58512
4314,42280,4314,nombre13339
4315,53272,4315,nombre36013
4316,63407,4316,nombre60495
4317,71003,4317,nombre86013
4318,46732,4318,nombre93498
4319,69688,4319,nombre923
4320,64257,4320,nombre16647
4321,24269,4321,nombre67997
4322,23678,4322,nombre75578
4323,25597,4323,nombre66852
4324,61380,4324,nombre90357
4325,86046,4325,nombre95330
4326,42258,4326,nombre95207
4327,7179,4327,nombre76903
4328,37019,4328,nombre10297
4329,50751,4329,nombre13158
4330,15938,4330,nombre52751
4331,48966,4331,nombre87625
4332,45052,4332,nombre83271
4333,58147,4333,nombre92674
4334,85878,4334,nombre37586
4335,61601,4335,nombre32982
4336,10115,4336,nombre20571
4337,1770,4337,nombre32616
4338,18212,4338,nombre38829
4339,20772,4339,nombre94828
4340,31455,4340,nombre35988
4341,13481,4341,nombre43644
4342,12893,4342,nombre48250
4343,74992,4343,nombre23354
4344,57596,4344,nombre45507
4345,31977,4345,nombre25920
4346,32435,4346,nombre98609
4347,54717,4347,nombre80304
4348,62326,4348,nombre6513
4349,21463,4349,nombre89945
4350,87072,4350,nombre6798
4351,82593,4351,nombre32405
4352,81237,4352,nombre99479
4353,36209,4353,nombre14646
4354,5178,4354,nombre66117
4355,25062,4355,nombre10275
4356,64016,4356,nombre37759
4357,49997,4357,nombre81739
4358,29189,4358,nombre78345
4359,42363,4359,nombre75425
4360,45937,4360,nombre80752
4361,99535,4361,nombre11985
4362,23725,4362,nombre68997
4363,96509,4363,nombre38052
4364,67248,4364,nombre89115
4365,4353,4365,nombre87263
4366,32028,4366,nombre99647
4367,41038,4367,nombre15203
4368,40811,4368,nombre99325
4369,76905,4369,nombre89495
4370,23192,4370,nombre41730
4371,90718,4371,nombre91256
4372,69545,4372,nombre42103
4373,37177,4373,nombre65902
4374,82671,4374,nombre69035
4375,69418,4375,nombre99330
4376,52654,4376,nombre72624
4377,85188,4377,nombre96292
4378,25212,4378,nombre46023
4379,51152,4379,nombre76418
4380,42958,4380,nombre13809
4381,28084,4381,nombre3069
4382,87007,4382,nombre90054
4383,94644,4383,nombre63519
4384,76384,4384,nombre9364
4385,25399,4385,nombre24466
4386,59185,4386,nombre76918
4387,12513,4387,nombre20967
4388,38948,4388,nombre47070
4389,34123,4389,nombre95363
4390,75333,4390,nombre70255
4391,47772,4391,nombre47566
4392,76088,4392,nombre57012
4393,62276,4393,nombre25883
4394,2632,4394,nombre10019
4395,19649,4395,nombre11107
4396,42583,4396,nombre85713
4397,3684,4397,nombre71857
4398,70177,4398,nombre8778
4399,7491,4399,nombre76913
4400,21336,4400,nombre14555
4401,54624,4401,nombre49366
4402,80504,4402,nombre33471
4403,91721,4403,nombre54197
4404,78108,4404,nombre91288
4405,66041,4405,nombre22249
4406,70330,4406,nombre29520
4407,43543,4407,nombre84823
4408,32676,4408,nombre37282
4409,33805,4409,nombre78673
4410,97750,4410,nombre86665
4411,89909,4411,nombre94841
4412,46216,4412,nombre11477
4413,38763,4413,nombre66585
4414,42257,4414,nombre77852
4415,84050,4415,nombre19537
4416,94834,4416,nombre89905
4417,46293,4417,nombre54813
4418,96859,4418,nombre71804
4419,2133,4419,nombre82331
4420,78238,4420,nombre53885
4421,7441,4421,nombre21745
4422,54376,4422,nombre49982
4423,90111,4423,nombre34803
4424,63349,4424,nombre73437
4425,26867,4425,nombre23413
4426,69232,4426,nombre8964
4427,28336,4427,nombre67989
4428,57057,4428,nombre37060
4429,66166,4429,nombre89326
4430,12125,4430,nombre95819
4431,93581,4431,nombre17230
4432,36451,4432,nombre57722
4433,29953,4433,nombre71795
4434,63956,4434,nombre54889
4435,19247,4435,nombre71295
4436,86332,4436,nombre19132
4437,95324,4437,nombre88400
4438,48590,4438,nombre58587
4439,31429,4439,nombre16688
4440,79361,4440,nombre70396
4441,88470,4441,nombre7940
4442,34239,4442,nombre94988
4443,40988,4443,nombre69069
4444,89421,4444,nombre68087
4445,65260,4445,nombre96390
4446,1250,4446,nombre26820
4447,37622,4447,nombre59703
4448,62297,4448,nombre9054
4449,63750,4449,nombre55232
4450,34153,4450,nombre56343
4451,61385,4451,nombre78971
4452,6860,4452,nombre23607
4453,89729,4453,nombre37087
4454,27437,4454,nombre21172
4455,54678,4455,nombre99307
4456,97335,4456,nombre56211
4457,96949,4457,nombre32386
4458,94212,4458,nombre19470
4459,84396,4459,nombre27374
4460,26877,4460,nombre83938
4461,79626,4461,nombre9527
4462,913,4462,nombre64599
4463,60292,4463,nombre70158
4464,97580,4464,nombre56210
4465,57840,4465,nombre1612
4466,2642,4466,nombre64054
4467,1630,4467,nombre88255
4468,37880,4468,nombre6446
4469,43958,4469,nombre69740
4470,65167,4470,nombre30467
4471,65404,4471,nombre15558
4472,19455,4472,nombre5665
4473,38866,4473,nombre27075
4474,45882,4474,nombre28371
4475,32327,4475,nombre64638
4476,43347,4476,nombre5492
4477,21394,4477,nombre35497
4478,71972,4478,nombre64315
4479,60246,4479,nombre1551
4480,15225,4480,nombre66791
4481,35887,4481,nombre59122
4482,88141,4482,nombre15221
4483,53546,4483,nombre73979
4484,56227,4484,nombre85840
4485,14004,4485,nombre51757
4486,54918,4486,nombre23242
4487,77432,4487,nombre65622
4488,84004,4488,nombre45460
4489,40517,4489,nombre75683
4490,37153,4490,nombre18876
4491,9964,4491,nombre12331
4492,26817,4492,nombre39325
4493,66369,4493,nombre24940
4494,31562,4494,nombre47206
4495,87755,4495,nombre6583
4496,80059,4496,nombre33678
4497,84321,4497,nombre36275
4498,77447,4498,nombre54387
4499,19240,4499,nombre53065
4500,28950,4500,nombre95668
4501,83271,4501,nombre19762
4502,65092,4502,nombre46253
4503,14027,4503,nombre85701
4504,9783,4504,nombre42626
4505,37814,4505,nombre89949
4506,57107,4506,nombre54290
4507,59135,4507,nombre6151
4508,66313,4508,nombre35102
